codeSubstance;denominationSubstance;natureComposant;;;
87371;VERTEBRES CERVICALES POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
67402;AUBÉPINE (EXTRAIT D')(SEC);SA;;;
34978;TAFASITAMAB ;SA;;;
64357;CHLORURE D'YTTRIUM [90Y];SA;;;
23008;ARUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
18426;NÉVIRAPINE HÉMIHYDRATÉE;SA;;;
80180;NÉVIRAPINE ANHYDRE;ST;;;
294;FLUMÉQUINE;SA;;;
70512;DÉMÉCLOCYCLINE;ST;;;
20900;OXALATE D'IVABRADINE;SA;;;
38193;MOXIFLOXACINE BASE;ST;;;
10655;MÉTOCLOPRAMIDE;SA;;;
4926;SULFATE DE TOBRAMYCINE;SA;;;
23654;TOBRAMYCINE;ST;;;
43912;ALENDRONATE DE SODIUM ANHYDRE;SA;;;
40628;CHLORHYDRATE D'ÉPIRUBICINE;SA;;;
49947;REINE DES PRES (SOMMITES FLEURIES DE) (POUDRE DE);SA;;;
85794;BALSAMUM PERUVIANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
77642;TRIFOLIUM PRATENSE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
29116;VIGNE ROUGE (FEUILLE DE) (EXTRAIT SEC DE);SA;;;
20441;CLOTIAZÉPAM;SA;;;
48856;SUFENTANIL (CITRATE DE);SA;;;
3348;ALBENDAZOLE;SA;;;
500;PREDNISOLONE (CAPROATE DE);SA;;;
24296;LUMÉFANTRINE;SA;;;
39567;ARTÉMÉTHER;SA;;;
80744;CHLORHYDRATE DE SITAGLIPTINE;SA;;;
860;GRAPHITES POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
68364;PF-07321332;SA;;;
71566;MEDULLO-SURRENALE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
92082;TARTRATE DE VARÉNICLINE;SA;;;
33741;FAMTOZINAMÉRAN;SA;;;
39266;NERFS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
19922;NUSINERSEN;ST;;;
59478;NUSINERSEN SODIQUE;SA;;;
4187;CALCIUM (BROMOGALACTOGLUCONATE DE);SA;;;
76906;BUXUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
39890;DITOSILATE DE LAPATINIB MONOHYDRATÉ;SA;;;
54913;LAPATINIB;ST;;;
66359;ROMARIN (FEUILLE DE) (POUDRE DE);SA;;;
80893;LIVÈCHE (RACINE DE) (POUDRE DE);SA;;;
92818;PETITE CENTAURÉE (PARTIE AÉRIENNE FLEURIE DE) (POUDRE DE);SA;;;
713;ÉTOPOSIDE;ST;;;
26376;ÉTOPOSIDE (PHOSPHATE D');SA;;;
27023;BRODALUMAB ;SA;;;
1533;CROTAMITON;SA;;;
2962;CALCIUM (GLUCOHEPTONATE DE);SA;;;
537;GLUTATHION;SA;;;
53647;ACIDE LACTOBIONIQUE;SA;;;
66168;REIN CORTEX POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
93509;CHROMATE (51CR) DE SODIUM;SA;;;
51382;TISAGENLECLEUCEL ;SA;;;
38263;LANTHANE (CARBONATE DE) HYDRATÉ;SA;;;
3409;MÉTHYLÈNECYCLINE (CHLORHYDRATE DE);SA;;;
30216;PROGUANIL (CHLORHYDRATE DE);SA;;;
24360;CASTOR EQUI POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
54664;GENTIANA LUTEA, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
24017;STAPHYLOCOCCINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
46883;ISRADIPINE;SA;;;
54043;GUÊPE POLISTE (VENIN DE);SA;;;
81716;SODIUM (CLODRONATE DE) TÉTRAHYDRATÉ;SA;;;
72941;TÉTRAKIS CUIVRE (TÉTRAFLUOROBORATE DE);SA;;;
5010;PHOSPHATIDES D'OEUF PURIFIÉS;SA;;;
4734;BENZYDAMINE (CHLORHYDRATE DE);SA;;;
33387;FUMARATE DE BÉDAQUILINE;SA;;;
66638;BÉDAQUILINE;ST;;;
7283;OVARINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1526;CHOLESTYRAMINE;SA;;;
17760;ORLISTAT;SA;;;
67572;N-ÉTHYL ÉTHYLAMINE;SA;;;
17010;ARISTOLOCHIA CLEMATITIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
49852;FÉDRATINIB;ST;;;
56454;DICHLORHYDRATE DE FÉDRATINIB MONOHYDRATÉ;SA;;;
5367;PRALIDOXIME (MÉTHYLSULFATE DE);SA;;;
41891;PRALIDOXIME;ST;;;
74734;DACTYLIS GLOMERATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
81549;NICOTINE-BÉTADEX (COMPLEXE);SA;;;
27062;INDIGOTINE;SA;;;
69920;MERCURIUS PROTO-IODATUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
53318;VOLANÉSORSEN;ST;;;
55387;VOLANÉSORSEN SODIQUE;SA;;;
63904;CONCHIOLINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
48940;AZOTE (MONOXYDE D');SA;;;
81599;CADMIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
27541;FHBP DE LA SOUS-FAMILLE A DE NEISSERIA MENINGITIDIS DE SÉROGROUPE B ;SA;;;
81521;FHBP DE LA SOUS-FAMILLE B DE NEISSERIA MENINGITIDIS DE SÉROGROUPE B ;SA;;;
49006;BULÉVIRTIDE;ST;;;
91322;ACÉTATE DE BULÉVIRTIDE;SA;;;
87461;VANDÉTANIB;SA;;;
77753;ALBUMINE HUMAINE IODÉE [125 I] ;SA;;;
4249;PRUNIER D'AFRIQUE (EXTRAIT DE);SA;;;
73377;DEXAMÉTHASONE PHOSPHATE;ST;;;
641;TIXOCORTOL (PIVALATE DE);SA;;;
68712;CHLORHYDRATE DE MERCAPTAMINE;SA;;;
78782;TÉRIPARATIDE ;SA;;;
19713;UPADACITINIB HÉMIHYDRATÉ;SA;;;
72994;UPADACITINIB;ST;;;
46190;IODE [123 I];ST;;;
47684;MÉTA-IODOBENZYLGUANIDINE (SULFATE DE);SA;;;
34048;SALICAIRE (SOMMITÉ FLEURIE SÉCHÉE DE) (EXTRAIT SEC DE);SA;;;
21849;CHIMAPHILA UMBELLATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3511;PENTOXIFYLLINE;SA;;;
15244;BLEU DE PRUSSE INSOLUBLE;SA;;;
36255;VERT D'INDOCYANINE MONOPIC;SA;;;
38422;FSH ALFA RECOMBINANTE ;SA;;;
80432;PRASUGREL (CHLORHYDRATE DE);SA;;;
72481;TERBINAFINE;SA;;;
46223;TRIENTINE;ST;;;
58471;DICHLORHYDRATE DE TRIENTINE;SA;;;
98279;ZANUBRUTINIB;SA;;;
45772;IODURE (123I) DE SODIUM;SA;;;
3970;PHLOROGLUCINOL (TRIMÉTHYL ÉTHER DU);SA;;;
3676;CHOLESTERINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
79594;NITRATE D'OMOCONAZOLE;SA;;;
23886;BETULA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
16621;6-FLUORO-[18F]-L-DIHYDROXYPHÉNYLALANINE;SA;;;
40445;ERYNGIUM AQUATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
87746;CHLORHYDRATE DE TOPOTÉCANE;SA;;;
26023;ATALUREN;SA;;;
26614;SABINA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
335;SPIRAMYCINE (ADIPATE DE);SA;;;
975;SPIRAMYCINE;ST;;;
323;TRICLOCARBAN;SA;;;
31591;MÉTYRAPONE;SA;;;
11;ACIDE CITRIQUE ANHYDRE;ST;;;
4196;CAFÉINE (CITRATE DE);SA;;;
5392;GLYCÉROPHOSPHATE DE CALCIUM;SA;;;
50648;SUSOCTOCOG ALFA ;SA;;;
56262;DALBAVANCINE;ST;;;
72352;CHLORHYDRATE DE DALBAVANCINE;SA;;;
50571;FUMETERRE (PARTIE AÉRIENNE FLEURIE DE) (EXTRAIT SEC DE);SA;;;
78513;CHLORHYDRATE DE VALACICLOVIR MONOHYDRATÉ;SA;;;
29547;MÉFLOQUINE (CHLORHYDRATE DE);SA;;;
69862;MÉFLOQUINE;ST;;;
4009;SALICYLATE DE CHOLINE;SA;;;
22114;CHLORURE DE CÉTALKONIUM;SA;;;
78983;BOTHROPS LANCEOLATUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1062;NIFLUMIQUE (ACIDE);SA;;;
73377;PHOSPHATE DE DEXAMÉTHASONE;SA;;;
19770;EXTRAIT SEC RAFFINÉ ET QUANTIFIÉ DE GINKGO;SA;;;
16279;NÉLARABINE;SA;;;
4046;SODIUM (MONOSULFURE DE) NONAHYDRATÉ;SA;;;
57658;RISANKIZUMAB ;SA;;;
21510;ILOPROST;ST;;;
83696;ILOPROST TROMÉTAMOL;SA;;;
62047;PÉMÉTREXED DISODIQUE;SA;;;
4683;ACIDE CHLORHYDRIQUE;SA;;;
95375;GLYCÉROPHOSPHATE DE SODIUM PENTAHYDRATÉ;SA;;;
45650;GONOTOXINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
41767;VEINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5110;AUBÉPINE (SOMMITÉ FLEURIE D') (POUDRE DE);SA;;;
1062;ACIDE NIFLUMIQUE;SA;;;
56395;PLEXUS SOLAIRE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3611;TINIDAZOLE;SA;;;
65086;KALIUM ARSENICOSUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
16296;CHLORHYDRATE D'OLOPATADINE;SA;;;
72608;OLOPATADINE BASE;ST;;;
48296;CLINDAMYCINE;ST;;;
8749;KALIUM CHLORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
837;CÉFAMANDOLE (NAFATE DE);SA;;;
73366;CÉFAMANDOLE BASE;ST;;;
45730;SODIUM ;SA;;;
48979;ICODEXTRINE;SA;;;
5210;IDROCILAMIDE;SA;;;
46550;STREPTOCOCCINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
89420;OCRÉLIZUMAB ;SA;;;
4429;DEXAMÉTHASONE (MÉTASULFOBENZOATE SODIQUE DE);SA;;;
84325;PLATANUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
63011;DUODENUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2006;GRISÉOFULVINE;SA;;;
38619;CASTANEA VESCA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
92662;TILLEUL (AUBIER DE) (EXTRAIT SEC D');SA;;;
50365;STRONTIUM IODATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
28631;IMLIFIDASE ;SA;;;
3559;SALBUTAMOL (SULFATE DE);SA;;;
12077;GNAPHALIUM DIOICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
58807;SULÉSOMAB ;SA;;;
633;CITRATE MONOSODIQUE ANHYDRE;SA;;;
2523;ACIDE CITRIQUE MONOHYDRATÉ;SA;;;
50993;CITRATE MONOPOTASSIQUE ANHYDRE;SA;;;
34543;CRESOLUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
36592;DICLOFÉNAC;ST;;;
85668;ELBASVIR;SA;;;
87402;GRAZOPRÉVIR;ST;;;
94445;GRAZOPRÉVIR MONOHYDRATÉ;SA;;;
604;DISOPYRAMIDE (PHOSPHATE DE);SA;;;
1745;DISOPYRAMIDE;ST;;;
30604;FUMARATE DE GILTÉRITINIB;SA;;;
96996;GILTÉRITINIB;ST;;;
2471;NITRAZÉPAM;SA;;;
35143;BIVALIRUDINE;ST;;;
41518;BIVALIRUDINE (TRIFLUOROACÉTATE DE) HYDRATÉ;SA;;;
74801;DIACÉTATE DE MIDÉCAMYCINE;SA;;;
83240;ARGEMONE MEXICANA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
66916;ACIDE N-ACÉTYL ASPARTYL GLUTAMIQUE (SEL DE SODIUM);SA;;;
69781;ASPARAGINASE ;SA;;;
1295;BROMÉLAÏNES;SA;;;
1757;SACCHARUM LACTIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
90510;NERF PARASYMPATHIQUE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
77956;MÉCASERMINE RECOMBINANTE;SA;;;
21352;IOFLUPANE (123I);SA;;;
2867;SULFADIAZINE;SA;;;
62949;FICUS RELIGIOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
57612;ARGENTITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
68718;VÉMURAFÉNIB;SA;;;
60420;BARYTINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
50124;PARÉCOXIB SODIQUE;SA;;;
62228;PARÉCOXIB;ST;;;
92098;NICOTINE (BITARTRATE DE) DIHYDRATÉ;SA;;;
3048;PHÉNYLBUTYRATE DE SODIUM;SA;;;
1536;TEINTURE DE FRUIT DE MARRONNIER D'INDE;SA;;;
2070;TEINTURE D'ÉCORCE DE TIGE DE VIBURNUM;SA;;;
33586;TEINTURE DE PARTIE AÉRIENNE FLEURIE DE MÉLILOT;SA;;;
69303;TEINTURE DE FEUILLE ET D'ÉCORCE DE TIGE D'HAMAMÉLIS DE VIRGINIE;SA;;;
92712;TEINTURE DE RHIZOME DE PETIT HOUX;SA;;;
65118;RADIUM (223RA) (DICHLORURE DE);SA;;;
93203;RADIUM (223RA);ST;;;
2107;PHÉNYTOÏNE;SA;;;
81646;PYROLUSITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
12900;COFFEA ARABICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
72983;ZINCUM ISOVALERIANICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
95104;DIGITALIS PURPUREA, DIGESTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
95104;DIGITALIS, DIGESTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
79972;LUMASIRAN;ST;;;
97270;LUMASIRAN SODIQUE;SA;;;
23693;PRÊLE (PARTIE AÉRIENNE DE) (EXTRAIT SEC DE);SA;;;
33803;DONÉPÉZIL (CHLORHYDRATE DE);SA;;;
53209;VÉDOLIZUMAB ;SA;;;
6825;MUPIROCINE;ST;;;
49972;MUPIROCINE CALCIQUE;SA;;;
41561;DOCOSANOL;SA;;;
23916;LARONIDASE ;SA;;;
3980;ACÉTATE DE PREDNISOLONE;SA;;;
17905;HUILE ESSENTIELLE D'AIGUILLES DE SAPIN DE SIBÉRIE DIT PIN DE SIBÉRIE;SA;;;
88718;T.S.H. POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
60394;BRIMONIDINE (TARTRATE DE);SA;;;
36622;IBRITUMOMAB TIUXÉTAN ;SA;;;
90615;PSEUDOÉPHÉDRINE;ST;;;
16591;NIVOLUMAB ;SA;;;
10740;SODIUM (SÉLÉNITE DE) PENTAHYDRATÉ;SA;;;
93201;CHLORURE FERREUX TÉTRAHYDRATÉ;SA;;;
304;SUCCINATE FERREUX;SA;;;
80457;TAFAMIDIS MÉGLUMINE;SA;;;
85087;TAFAMIDIS;ST;;;
4414;MAGNÉSIUM (CITRATE DE) ANHYDRE;SA;;;
536;PHOSPHATE MONOCALCIQUE MONOHYDRATÉ;SA;;;
3738;ACIDE PHOSPHORIQUE CONCENTRÉ;SA;;;
4423;MANGANÈSE (CHLORURE DE);SA;;;
2076;HYDROXYCARBAMIDE;SA;;;
7033;CAMPHORA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
20262;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G1 (VIVANT) ;SA;;;
36354;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G2 (VIVANT) ;SA;;;
46263;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G3 (VIVANT) ;SA;;;
57655;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G4 (VIVANT) ;SA;;;
90361;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE P1A[8] (VIVANT) ;SA;;;
91298;PANITUMUMAB ;SA;;;
21875;PIRFÉNIDONE;SA;;;
26361;NAFTIDROFURYL;ST;;;
2357;MALÉATE DE MÉTHYLERGOMÉTRINE;SA;;;
18063;MÉTHYLERGOMÉTRINE BASE;ST;;;
866;DOMIFÈNE (BROMURE DE);SA;;;
84359;MITOTANE;SA;;;
93359;BISMUTH (NITRATE DE) PENTAHYDRATÉ;SA;;;
17445;NILOTINIB (CHLORHYDRATE DE) MONOHYDRATÉ;SA;;;
85439;PHYTOLACCA DECANDRA, RADIX POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
47875;FRAXINUS AMERICANA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3469;PIN SYLVESTRE (ESSENCE DE);SA;;;
1835;TÉTRACAÏNE;SA;;;
18864;ZICONOTIDE (ACÉTATE DE);SA;;;
78780;ZICONOTIDE;ST;;;
1281;CHLORURE DE MÉTHYLTHIONINIUM;SA;;;
35760;SOLANUM MALACOXYLON POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3585;TOCOFERSOLAN;SA;;;
71699;D-ALPHA-TOCOPHÉROL;ST;;;
14804;TEUCRIUM MARUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
43031;DACTINOMYCINE;SA;;;
59326;EXTRAIT SEC DE POLLEN BRUT SÉCHÉ DE MAÏS;SA;;;
88917;EXTRAIT SEC DE POLLEN BRUT SÉCHÉ DE SEIGLE;SA;;;
90828;EXTRAIT SEC DE POLLEN BRUT SÉCHÉ DE FLÉOLE DES PRÉS;SA;;;
16464;ISATUXIMAB ;SA;;;
18793;LATRODECTUS MACTANS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
87188;DIMÉGLUMINE (GADOPENTÉTATE DE);SA;;;
1393;CHLORAMBUCIL;SA;;;
79794;CAPSAÏCINE;SA;;;
39467;IPILIMUMAB ;SA;;;
14967;CALCIUM (ALPHA CÉTO DL ISOLEUCINE DE);SA;;;
50938;CÉTOPHÉNYLALANINE CALCIQUE;SA;;;
64364;CÉTOLEUCINE CALCIQUE;SA;;;
64375;CALCIUM (ALPHA CÉTO VALINE DE);SA;;;
79780;DL-ALPHA-HYDROXYMÉTHIONINATE DE CALCIUM;SA;;;
74523;VESPA CRABRO POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
54231;IRBÉSARTAN (CHLORHYDRATE D');SA;;;
93051;TAXUS BACCATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
38662;PEGVISOMANT ;SA;;;
5284;CHLORURE DE DÉQUALINIUM;SA;;;
17590;FLURBIPROFÈNE SODIQUE DIHYDRATÉ;SA;;;
390;PÉNICILLAMINE;SA;;;
15911;CIBENZOLINE;ST;;;
27705;SUCCINATE DE CIBENZOLINE;SA;;;
1608;DEXAMÉTHASONE;ST;;;
84167;FRAMYCÉTINE;ST;;;
3955;OXYTÉTRACYCLINE (CHLORHYDRATE D');SA;;;
74224;ACÉTATE DE SOMATOSTATINE HYDRATÉ;SA;;;
97435;CABOZANTINIB;ST;;;
98546;(S)-MALATE DE CABOZANTINIB;SA;;;
66898;IMMUNOGLOBULINE HUMAINE RABIQUE ;SA;;;
5534;ACÉTATE DE GOSÉRÉLINE;SA;;;
38825;GOSÉRÉLINE BASE;ST;;;
53921;TÉTRACHLORHYDRATE DE TRIENTINE;SA;;;
20850;POLYGONUM AVICULARE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
90670;NÉBIVOLOL (CHLORHYDRATE DE);SA;;;
99388;NYMPHAEA LUTEA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
35068;ARGIPRESSINE;ST;;;
69045;ACÉTATE D'ARGIPRESSINE;SA;;;
5618;GLYCÉROPHOSPHATE DE POTASSIUM;SA;;;
431;PHOSPHATE TRICALCIQUE;SA;;;
3013;TRISILICATE DE MAGNÉSIUM;SA;;;
3133;KAOLIN LOURD;SA;;;
25022;CARBONATE DE MAGNÉSIUM LÉGER;SA;;;
3752;L-ASPARTATE DE L-ARGININE;SA;;;
87842;GARNIÉRITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
28612;SUREAU (FLEUR DE), EXTRAIT SEC DE;SA;;;
54286;EXTRAIT SEC DE VERVEINE;SA;;;
57329;OSEILLE CRÉPUE (EXTRAIT SEC D');SA;;;
61226;PRIMEVÈRE (FLEUR DE), EXTRAIT SEC DE;SA;;;
89423;EXTRAIT SEC DE RACINE DE GENTIANE;SA;;;
241;PASSIFLORE (EXTRAIT DE) (FLUIDE);SA;;;
4589;AUBÉPINE (TEINTURE D');SA;;;
4730;BÉTAMÉTHASONE (DIPROPIONATE DE);SA;;;
4863;ÉTHER ÉTHYLIQUE;SA;;;
83934;CHLORHYDRATE DE ROPIVACAÏNE ANHYDRE;SA;;;
98950;URÉE [13C];SA;;;
563;LYSINE;SA;;;
87658;ATAZANAVIR (SULFATE D');SA;;;
86571;TRAMADOL (CHLORHYDRATE DE);SA;;;
16488;ACETONUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3974;ISPAGHUL (GRAINE D');SA;;;
78303;SÉNÉ DE L'INDE OU DE TINNEVELLY (FRUIT DE);SA;;;
47933;PICOSULFATE DE SODIUM;SA;;;
79569;OXYDE DE MAGNÉSIUM LÉGER;SA;;;
2506;NOSCAPINE;ST;;;
3202;RÉSINATE DE NOSCAPINE;SA;;;
3595;RÉSINATE DE PROMÉTHAZINE;SA;;;
1274;CHLORHYDRATE DE BIPÉRIDÈNE;SA;;;
609;TUBERCULINE PURIFIÉE;SA;;;
132;BOLDO (FEUILLE DE);SA;;;
41553;ROMARIN (FEUILLE DE);SA;;;
471;CORTIVAZOL;SA;;;
3874;CITRATE DE LITHIUM;SA;;;
24033;KRYPTON [81M KR];ST;;;
89969;RUBIDIUM [81 RB] (CHLORURE DE);SA;;;
19141;VIRUS DE LA RAGE INACTIVÉ, SOUCHE FLURY LEP ;SA;;;
20740;SITAGLIPTINE;SA;;;
912;CLIDINIUM (BROMURE DE);SA;;;
1400;CHLORDIAZÉPOXIDE;SA;;;
1842;CYSTÉINE (CHLORHYDRATE DE) HYDRATÉ;SA;;;
62183;LATHYRUS SATIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3072;IBACITABINE;SA;;;
952;KÉTOTIFÈNE (HYDROGÉNOFUMARATE DE);SA;;;
98195;ÉRYTHROMYCINE DIHYDRATÉE;SA;;;
98196;THIOGUANINE;SA;;;
981;URSODÉSOXYCHOLIQUE (ACIDE);SA;;;
70863;ACIDE FOLIQUE ANHYDRE;ST;;;
93094;ACIDE FOLIQUE HYDRATÉ;SA;;;
29404;IXAZOMIB;ST;;;
79591;CITRATE D'IXAZOMIB;SA;;;
2962;GLUCOHEPTONATE DE CALCIUM;SA;;;
49585;CÉTUXIMAB ;SA;;;
28459;PROPAFÉNONE (CHLORHYDRATE DE);SA;;;
63521;GADODIAMIDE;SA;;;
80476;DULOXÉTINE (CHLORHYDRATE DE);SA;;;
3265;CITRATE D'OXÉLADINE;SA;;;
24942;BÉROTRALSTAT;ST;;;
58961;DICHLORHYDRATE DE BÉROTRALSTAT;SA;;;
27375;SAXAGLIPTINE;ST;;;
45154;CHLORHYDRATE DE SAXAGLIPTINE;SA;;;
15093;OLEA EUROPAEA POUR PREPARATIONS HOMEOPATHIQUES;SA;;;
48127;FACTEUR XIII DE COAGULATION HUMAIN ;SA;;;
34204;ANAGALLIS ARVENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
93722;IMIQUIMOD;SA;;;
79004;HERACLEUM SPHONDYLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
41834;BLENDE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
46715;TÉNOATE D'ÉTHANOLAMINE;SA;;;
38917;BENZOLUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
58842;CÉRITINIB;SA;;;
83045;GALSULFASE ;SA;;;
51742;ALBUMINE HUMAINE PLASMATIQUE ;SA;;;
30066;CRATAEGUS, DIGESTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
23835;SOUS UNITÉ B DE LA TOXINE CHOLÉRIQUE RECOMBINANTE ;SA;;;
34627;VIBRIO CHOLERAE INABA 48, BIOTYPE CLASSIQUE, INACTIVÉ PAR LA CHALEUR;SA;;;
53569;VIBRIO CHOLERAE OGAWA 50, BIOTYPE CLASSIQUE, INACTIVÉ PAR LA CHALEUR;SA;;;
58648;VIBRIO CHOLERAE INABA 6973, BIOTYPE EL TOR, INACTIVE INACTIVÉ PAR LE FORMALDÉHYDE;SA;;;
74786;VIBRIO CHOLERAE OGAWA 50, BIOTYPE CLASSIQUE, INACTIVÉ PAR LE FORMALDÉHYDE;SA;;;
440;CARMELLOSE SODIQUE;SA;;;
61457;TÉRIPARATIDE;SA;;;
66786;PLATINA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
21658;BCG ATTÉNUÉ - SOUCHE CONNAUGHT ;SA;;;
3085;PILOCARPINE (CHLORHYDRATE DE);SA;;;
2283;PYRIDOSTIGMINE (BROMURE DE);SA;;;
4871;SÉRUM ALBUMINE HUMAINE ;SA;;;
3945;ULMUS CAMPESTRIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
6742;BENZOICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
952;FUMARATE DE KETOTIFÈNE;SA;;;
50811;ORTHOSIPHON STAMINEUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4167;BENZYLTHIOURACILE;SA;;;
88266;ENFORTUMAB VÉDOTINE ;SA;;;
234;EXTRAIT FLUIDE DE FEUILLE D'HAMAMÉLIS DE VIRGINIE;SA;;;
4268;EXTRAIT FLUIDE D'ÉCORCE DE VIBURNUM;SA;;;
22203;CHLORHYDRATE DE CLOPIDOGREL;SA;;;
51254;OXYBUTYNINE BASE;ST;;;
5534;GOSÉRÉLINE (ACÉTATE DE);SA;;;
2703;MANGANUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
21331;FLUCICLOVINE (18F);SA;;;
37828;FOLLITROPINE ALFA ;SA;;;
2799;CHLORHYDRATE DE PÉTHIDINE;SA;;;
62668;VALÉRIANE (RACINE DE) (EXTRAIT SEC AQUEUX DE);SA;;;
2811;PHÉNAZONE;SA;;;
36776;TOLCAPONE;SA;;;
58978;ARNICA (FLEUR D') (EXTRAIT FLUIDE DE);SA;;;
27287;DAPOXÉTINE;ST;;;
83503;CHLORHYDRATE DE DAPOXÉTINE;SA;;;
78801;CHEIRANTHUS CHEIRI POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
27729;ACIDE CROMOGLYCIQUE;ST;;;
17703;VERONICA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1840;TÉTRAZÉPAM;SA;;;
5767;IMIPRAMINE (CHLORHYDRATE D');SA;;;
4697;ARGENT (GLUCONATE D');SA;;;
8477;ARGENT;ST;;;
52857;TOCILIZUMAB ;SA;;;
41930;APROTININE SYNTHÉTIQUE;SA;;;
947;SULFASALAZINE;SA;;;
