CodeCIS	Denomination	FormePharmaceutique	VoiesAdministration
69847994	SALVACYL L.P. 11,25 mg, poudre et solvant pour suspension injectable à libération prolongée	poudre et  solvant pour suspension injectable à libération prolongée	intramusculaire
63117668	SALVIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64139991	SALVIA OFFICINALIS, infusé WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 crème et solution et granules et poudre	"cutanée;orale;sublinguale"
66415075	SAMBUCUS NIGRA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
65728925	SAMBUCUS NIGRA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
62689470	SAMBUCUS NIGRA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  solution en gouttes en gouttes	"orale;sublinguale"
66612514	SANDIMMUN 100 mg/ml, solution buvable	solution buvable	orale
62935801	SANDIMMUN 50 mg/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
66004031	SANDOSTATINE 100 microgrammes/1 mL, solution injectable/pour perfusion	solution injectable et pour perfusion	"intraveineuse;sous-cutanée"
68949551	SANDOSTATINE 50 microgrammes/1 mL, solution injectable/pour perfusion	solution injectable et pour perfusion	"intraveineuse;sous-cutanée"
61707595	SANDOSTATINE 500 microgrammes/1 mL, solution injectable/pour perfusion	solution injectable et pour perfusion	"intraveineuse;sous-cutanée"
64494476	SANDOSTATINE L.P. 10 mg, poudre et solvant pour suspension injectable	poudre et  solvant pour suspension injectable	intramusculaire
69869122	SANDOSTATINE L.P. 20 mg, poudre et solvant pour suspension injectable	poudre et  solvant pour suspension injectable	intramusculaire
61881699	SANDOSTATINE L.P. 30 mg, poudre et solvant pour suspension injectable	poudre et  solvant pour suspension injectable	intramusculaire
60637770	SANGUINARIA CANADENSIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64547270	SANGUINARIA CANADENSIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64373777	SANGUINARIA CANADENSIS, décocté WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH	 crème et solution et granules et poudre	"cutanée;orale;sublinguale"
64499523	SANGUINARINA NITRICA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
65071205	SANICULA EUROPAEA BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
65458611	SANMIGRAN 0,50 mg, comprimé enrobé	comprimé enrobé	orale
65183147	SANOGYL BLANC FLUOR, pâte dentifrice	pâte dentifrice	dentaire
63893967	SANTAHERBA, solution buvable en gouttes	solution buvable en gouttes	sublinguale
66627288	SANTAMED 01, mélange de plantes pour tisane en sachet	plante(s) pour tisane	orale
60803021	SANTAMED 01, mélange de plantes pour tisane en vrac	plante(s) pour tisane en vrac	orale
68330410	SANTAMED N9, plantes pour tisane en sachet	plante(s) pour tisane	orale
65472835	SANTAMED N9, plantes pour tisane en vrac	plante(s) pour tisane en vrac	orale
61989753	SANTANE C 6, mélange de plantes pour tisane en sachet-dose	mélange de plantes pour tisane	orale
68335966	SANTURIL 500 mg, comprimé sécable	comprimé sécable	orale
61365985	SAPHNELO 300 mg, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
61678528	SAPONARIA COMPOSE	granules	"orale;sublinguale"
65625640	SAPONARIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
63355160	SAPRAMOL 500 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale
66510210	SARCLISA 20 mg/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
65151555	SARCOLACTICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
68973367	SARGEMAG, granulés effervescents en sachet-dose	granulés effervescent(e)	orale
69839823	SARGENOR 0,5 g/5 ml ENFANTS, solution buvable en ampoule	solution buvable	orale
64556465	SARGENOR 1 g/5 ml, solution buvable	solution buvable	orale
62443305	SARGENOR A LA VITAMINE C SANS SUCRE, comprimé à croquer édulcoré à la saccharine sodique et au cyclamate de sodium	comprimé à croquer	orale
62999615	SARGENOR A LA VITAMINE C, comprimé effervescent	comprimé effervescent(e)	orale
67609631	SARGENOR A LA VITAMINE C, solution buvable en ampoule	solution buvable	orale
62215020	SARGENOR SANS SUCRE 1 g, comprimé effervescent édulcoré à la saccharine sodique	comprimé effervescent(e)	orale
69688894	SARGENOR SANS SUCRE 1 g, comprimé à croquer édulcoré à la saccharine sodique et au cyclamate de sodium	comprimé à croquer	orale
62017273	SARSAPARILLA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
65483917	SARSAPARILLA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
61006320	SAVARINE, comprimé pelliculé	comprimé pelliculé	orale
62361751	SAVENE 20 mg/ml, poudre pour solution à diluer et diluant pour solution pour perfusion	poudre à diluer à diluer et  diluant pour solution pour perfusion	intraveineuse
69304991	SAWIS 2 mg, comprimé	comprimé	orale
61756418	SAXENDA 6 mg/ml, solution injectable en stylo prérempli	solution injectable	sous-cutanée
66128246	SCANDONEST 20 mg/mL ADRENALINEE au 1/100 000, solution injectable à usage dentaire	solution injectable pour usage dentaire	dentaire
66701169	SCANDONEST 30 mg/mL, solution injectable à usage dentaire	solution injectable pour usage dentaire	"infiltration;périneurale"
64902547	SCHOUM, solution buvable	solution buvable	orale
65381143	SCILLA MARITIMA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
68516450	SCINTIMUN 1 mg trousse pour préparation radiopharmaceutique	trousse et  trousse pour préparation radiopharmaceutique	intraveineuse
68648128	SCLEREMO IV, solution injectable	solution injectable	intraveineuse
66471946	SCLEROCALCINE, comprimé à croquer	comprimé à croquer	sublinguale
69588545	SCOBUREN 20 mg/mL, solution injectable en ampoule	solution injectable	"intramusculaire;intraveineuse;sous-cutanée"
63034382	SCOPODERM TTS 1 mg/72 heures, dispositif transdermique	dispositif	transdermique
63958849	SCOPODERM TTS 1 mg/72 heures, dispositif transdermique	dispositif	transdermique
68731823	SCOPODERM TTS 1 mg/72 heures, dispositif transdermique	dispositif	transdermique
64665646	SCOPOLAMINE COOPER 0,5 mg/2 ml, solution injectable	solution injectable	sous-cutanée
69899090	SCORODITE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH	 crème et solution et granules et poudre et pommade	"cutanée;orale;sublinguale"
63096850	SCROFULARIA COMPOSE	granules	"orale;sublinguale"
64323361	SCROFULARIA NODOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64473489	SCROFULARIA NODOSA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64977368	SEASONIQUE 150 microgrammes/30 microgrammes + 10 microgrammes, comprimé pelliculé	comprimé pelliculé et  comprimé pelliculé pelliculé	orale
64391992	SEBIPROX 1,5 %, shampooing	shampooing	cutanée
65052482	SEBIPROX 1,5 %, shampooing	shampooing	cutanée
66189815	SEBIPROX 1,5 %, shampooing	shampooing	cutanée
67146044	SEBIVO 600 mg, comprimé pelliculé	comprimé pelliculé	orale
68944262	SECALE CORNUTUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
62749647	SECALE CORNUTUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
63820798	SECNOL 2 g, granulés en sachet-dose	granulés	orale
66931921	SECTRAL 200 mg, comprimé pelliculé	comprimé pelliculé	orale
61969626	SECTRAL 40 mg/ml, solution buvable en flacon	solution buvable	orale
64000931	SECTRAL 400 mg, comprimé pelliculé	comprimé pelliculé	orale
67579483	SECTRAL LP 500 mg, comprimé pelliculé à libération prolongée	comprimé pelliculé à libération prolongée	orale
69662077	SEDACOLLYRE CETHEXONIUM 0,25 POUR MILLE, collyre en solution	collyre en solution	ophtalmique
66882901	SEDACOLLYRE CETYLPYRIDINIUM 0,25 POUR MILLE, collyre en récipient unidose	collyre	ophtalmique
68673035	SEDASPIR, comprimé	comprimé	orale
68829541	SEDATIF PC, comprimé sublingual	comprimé	sublinguale
61951635	SEDATIF PC, granules	granules	"orale;sublinguale"
69054954	SEDATIF TIBER, sirop	sirop	orale
65810475	SEDERMYL 0,75 %, crème	crème	cutanée
64578846	SEDINAX, comprimé pelliculé	comprimé pelliculé	orale
68713704	SEDOPAL, gélule	gélule	orale
66400454	SEDORRHOIDE CRISE HEMORROIDAIRE, crème rectale	crème	rectale
66426495	SEDORRHOIDE CRISE HEMORROIDAIRE, suppositoire	suppositoire	rectale
65014909	SEDUM ACRE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
69941269	SEEBRI BREEZHALER 44 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
67806924	SELENIUM INJECTABLE 10 microgrammes/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
61914590	SELENIUM METALLICUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
65377426	SELENIUM METALLICUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
63258786	SELENIUM OLIGOSOL 100 microgrammes/2 ml, solution buvable en ampoule	solution buvable	"orale;sublinguale"
69939535	SELENIUM PANPHARMA 100 microgrammes, solution injectable	solution injectable	"intramusculaire;intraveineuse"
60670489	SELEXID 200 mg, comprimé pelliculé	comprimé pelliculé	orale
61009850	SELGINE, pâte dentifrice	pâte dentifrice	dentaire
63957761	SELINCRO 18 mg, comprimé pelliculé	comprimé pelliculé	orale
68179830	SELOKEN 100 mg, comprimé sécable	comprimé sécable	orale
68679426	SELOKEN L P 200 mg, comprimé à libération prolongée	comprimé à libération prolongée	orale
68428420	SELOZOK LP 190 mg, comprimé pelliculé à libération prolongée	comprimé pelliculé à libération prolongée	orale
64354570	SELOZOK LP 23,75 mg, comprimé pelliculé sécable à libération prolongée	comprimé pelliculé sécable à libération prolongée	orale
65340488	SELOZOK LP 95 mg, comprimé pelliculé à libération prolongée	comprimé pelliculé à libération prolongée	orale
64230811	SENE DE BELLOC, mélange de plantes pour tisane, sachets-dose	plante(s) pour tisane	orale
61456303	SENEGA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
68547816	SENEGA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64195869	SENNA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
63859541	SENNA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
60040145	SENOPHILE, pommade	pommade	cutanée
68822881	SENSIVISION AU PLANTAIN, collyre en récipient unidose	collyre	ophtalmique
63932377	SEPIA COMPLEXE N°20, comprimé sublingual	comprimé	sublinguale
69135192	SEPIA COMPOSE BOIRON	granules	"orale;sublinguale"
61621833	SEPIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
68384454	SEPIA OFFICINALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
63088832	SEPIA OFFICINALIS WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	granules et  solution en gouttes en gouttes et  poudre	"orale;sublinguale"
60484221	SEPTANEST 40 mg/mL ADRENALINEE AU 1/100 000, solution injectable à usage dentaire	solution injectable pour usage dentaire	dentaire
69208046	SEPTANEST 40 mg/mL ADRENALINEE AU 1/200 000, solution injectable à usage dentaire	solution injectable pour usage dentaire	"infiltration;périneurale"
66795478	SEPTEAL, solution pour application locale	solution pour application	cutanée
67127581	SEPTIVON 1,5 %, solution pour application cutanée	solution pour application	cutanée
67644148	SEPTOMIXINE, pâte pour usage dentaire	pâte pour usage dentaire	dentaire
60935496	SEQUOIA GIGANTEA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
66362637	SERC 8 mg, comprimé	comprimé	orale
60518136	SERECOR 300 mg, gélule à libération prolongée	gélule à libération prolongée	orale
68808732	SEREPROSTA 160 mg, gélule	gélule	orale
68269975	SERESTA 10 mg, comprimé	comprimé	orale
60351986	SERESTA 50 mg, comprimé sécable	comprimé sécable	orale
69505268	SERETIDE 125 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse	suspension pour inhalation	inhalée
61073237	SERETIDE 250 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse	suspension pour inhalation	inhalée
64587838	SERETIDE 50 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse	suspension pour inhalation	inhalée
69205477	SERETIDE 50 microgrammes/25 microgrammes/dose, suspension pour inhalation en flacon pressurisé avec valve doseuse	suspension pour inhalation	inhalée
67546191	SERETIDE DISKUS 100 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose	poudre pour inhalation	inhalée
61572165	SERETIDE DISKUS 250 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose	poudre pour inhalation	inhalée
64461896	SERETIDE DISKUS 250 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose	poudre pour inhalation	inhalée
60569419	SERETIDE DISKUS 500 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose	poudre pour inhalation	inhalée
67274478	SEREVENT 25 microgrammes par dose, suspension pour inhalation en flacon pressurisé	suspension pour inhalation	inhalée
69163238	SEREVENT DISKUS 50 microgrammes/dose, poudre pour inhalation	poudre pour inhalation	inhalée
67219535	SEROPLEX 10 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
68311602	SEROPLEX 10 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
65102444	SEROPLEX 10 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
66257579	SEROPLEX 10 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
60474889	SEROPLEX 15 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
65503782	SEROPLEX 20 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
62111790	SEROPLEX 20 mg/ml, solution buvable en gouttes	solution buvable en gouttes	orale
60958897	SEROPLEX 5 mg, comprimé pelliculé	comprimé pelliculé	orale
69388669	SEROPRAM 20 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
69901965	SEROPRAM 20 mg/0,5 ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
68231138	SEROPRAM 40 mg/ml, solution buvable	solution buvable	orale
63553427	SEROTONINUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH	granules	"orale;sublinguale"
65436593	SERTACONAZOLE SUBSTIPHARM 300 mg, ovule	ovule	vaginale
68728154	SERTRALINE ALMUS 50 mg, gélule	gélule	orale
60863367	SERTRALINE ALTER 50 mg, gélule	gélule	orale
65155219	SERTRALINE ARROW 25 mg, gélule	gélule	orale
69974276	SERTRALINE ARROW 50 mg, gélule	gélule	orale
65090846	SERTRALINE ARROW LAB 25 mg, gélule	gélule	orale
64276748	SERTRALINE ARROW LAB 50 mg, gélule	gélule	orale
67019171	SERTRALINE BIOGARAN 25 mg, gélule	gélule	orale
63063793	SERTRALINE BIOGARAN 50 mg, gélule	gélule	orale
69038462	SERTRALINE CRISTERS 25 mg, gélule	gélule	orale
60398167	SERTRALINE CRISTERS 50 mg, gélule	gélule	orale
60606586	SERTRALINE EG 25 mg, gélule	gélule	orale
61358656	SERTRALINE EG 50 mg, gélule	gélule	orale
61323160	SERTRALINE EVOLUGEN 50 mg, gélule	gélule	orale
63288007	SERTRALINE PFIZER 25 mg, gélule	gélule	orale
69185423	SERTRALINE PFIZER 50 mg, gélule	gélule	orale
67937311	SERTRALINE SANDOZ 25 mg, gélule	gélule	orale
69187164	SERTRALINE SANDOZ 50 mg, gélule	gélule	orale
62973200	SERTRALINE SUN 25 mg, gélule	gélule	orale
61343825	SERTRALINE SUN 50 mg, gélule	gélule	orale
68462757	SERTRALINE TEVA 25 mg, gélule	gélule	orale
65490121	SERTRALINE TEVA 50 mg, gélule	gélule	orale
66614337	SERTRALINE VIATRIS 25 mg, gélule	gélule	orale
63417060	SERTRALINE VIATRIS 50 mg, gélule	gélule	orale
67392284	SERTRALINE ZENTIVA 25 mg, gélule	gélule	orale
68353989	SERTRALINE ZENTIVA 50 mg, gélule	gélule	orale
66544294	SERTRALINE ZYDUS FRANCE 25 mg, gélule	gélule	orale
60996271	SERTRALINE ZYDUS FRANCE 50 mg, gélule	gélule	orale
66362555	SERUM ANTICOLIBACILLAIRE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
61168938	SERUM ANTICOLIBACILLAIRE LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
60902375	SERUM D'ANGUILLE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
61454131	SERUM DE YERSIN BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
63157050	SERUM DE YERSIN LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
60881760	SERUM EQUI BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
63832373	SETOFILM 4 mg, film orodispersible	film orodispersible	orale
67029888	SETOFILM 8 mg, film orodispersible	film orodispersible	orale
61792923	SEVELAMER CARBONATE ARROW 2,4 g, poudre pour suspension buvable	poudre pour suspension buvable	orale
60160835	SEVELAMER CARBONATE ARROW 800 mg, comprimé pelliculé	comprimé pelliculé	orale
62105830	SEVELAMER CARBONATE BIOGARAN 2,4 g, poudre pour suspension buvable	poudre pour suspension buvable	orale
60558629	SEVELAMER CARBONATE BIOGARAN 800 mg, comprimé pelliculé	comprimé pelliculé	orale
69899261	SEVELAMER CARBONATE MYLAN 2,4 g, poudre pour suspension buvable	poudre pour suspension buvable	orale
61190991	SEVELAMER CARBONATE MYLAN PHARMA 800 mg, comprimé pelliculé	comprimé pelliculé	orale
60122717	SEVELAMER CARBONATE SANDOZ 2,4 g, poudre pour suspension buvable	poudre pour suspension buvable	orale
65081377	SEVELAMER CARBONATE SANDOZ 800 mg, comprimé pelliculé	comprimé pelliculé	orale
64485406	SEVELAMER CARBONATE TEVA 800 mg, comprimé pelliculé	comprimé pelliculé	orale
67023718	SEVIKAR 20 mg/5 mg, comprimé pelliculé	comprimé pelliculé	orale
64954736	SEVIKAR 40 mg/10 mg, comprimé pelliculé	comprimé pelliculé	orale
64127633	SEVIKAR 40 mg/5 mg, comprimé pelliculé	comprimé pelliculé	orale
67329056	SEVOFLURANE BAXTER 1 ml/ml, liquide pour inhalation par vapeur	liquide pour inhalation par vapeur	inhalée
66282739	SEVORANE, liquide pour inhalation par vapeur	liquide pour inhalation par vapeur	inhalée
60907447	SEVREDOL 10 mg, comprimé pelliculé	comprimé pelliculé	orale
67233047	SEVREDOL 20 mg, comprimé pelliculé	comprimé pelliculé	orale
61247136	SIBELIUM 10 mg, comprimé sécable	comprimé sécable	orale
64876209	SIBNAYAL 24 mEq, granulés à libération prolongée	granules à libération prolongée	orale
68005178	SIBNAYAL 8 mEq, granulés à libération prolongée	granules à libération prolongée	orale
65343420	SICCAFLUID 2,5 mg/g, gel ophtalmique	gel	ophtalmique
61322749	SIEGESBECKIA ORIENTALIS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
69016117	SIFROL 0,18 mg, comprimé	comprimé	orale
67527910	SIFROL 0,26 mg, comprimé à libération prolongée	comprimé à libération prolongée	orale
67432729	SIFROL 0,52 mg, comprimé à libération prolongée	comprimé à libération prolongée	orale
66881233	SIFROL 0,7 mg, comprimé	comprimé	orale
60267171	SIFROL 1,05 mg, comprimé à libération prolongée	comprimé à libération prolongée	orale
69922895	SIFROL 2,1 mg, comprimé à libération prolongée	comprimé à libération prolongée	orale
68045233	SIGNIFOR 0,3 mg, solution injectable	solution injectable	sous-cutanée
68990053	SIGNIFOR 0,6 mg, solution injectable	solution injectable	sous-cutanée
67724733	SIGNIFOR 0,9 mg, solution injectable	solution injectable	sous-cutanée
64714278	SIGNIFOR 10 mg, poudre et solvant pour suspension injectable	poudre et  solvant pour suspension injectable	intramusculaire
64400612	SIGNIFOR 20 mg, poudre et solvant pour suspension injectable	poudre et  solvant pour suspension injectable	intramusculaire
69935063	SIGNIFOR 30 mg, poudre et solvant pour suspension injectable	poudre et  solvant pour suspension injectable	intramusculaire
66311151	SIGNIFOR 40 mg, poudre et solvant pour suspension injectable	poudre et  solvant pour suspension injectable	intramusculaire
60368028	SIGNIFOR 60 mg, poudre et solvant pour suspension injectable	poudre et  solvant pour suspension injectable	intramusculaire
66384911	SIKLOS 100 mg, comprimé pelliculé	comprimé pelliculé	orale
66898948	SIKLOS 1000 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
66152667	SILDENAFIL ACCORD 100 mg, comprimé pelliculé	comprimé pelliculé	orale
66984016	SILDENAFIL ACCORD 25 mg, comprimé pelliculé	comprimé pelliculé	orale
69085330	SILDENAFIL ACCORD 50 mg, comprimé pelliculé	comprimé pelliculé	orale
61712585	SILDENAFIL ALMUS 100 mg, comprimé pelliculé	comprimé pelliculé	orale
64070919	SILDENAFIL ALMUS 50 mg, comprimé pelliculé	comprimé pelliculé	orale
68162966	SILDENAFIL ARROW LAB 100 mg, comprimé pelliculé	comprimé pelliculé	orale
63103978	SILDENAFIL ARROW LAB 25 mg, comprimé pelliculé	comprimé pelliculé	orale
67476519	SILDENAFIL ARROW LAB 50 mg, comprimé pelliculé	comprimé pelliculé	orale
67952772	SILDENAFIL BIOGARAN 100 mg, comprimé pelliculé	comprimé pelliculé	orale
67526662	SILDENAFIL BIOGARAN 50 mg, comprimé pelliculé	comprimé pelliculé	orale
63360848	SILDENAFIL CRISTERS 100 mg, comprimé pelliculé	comprimé pelliculé	orale
68238481	SILDENAFIL CRISTERS 50 mg, comprimé pelliculé	comprimé pelliculé	orale
65347714	SILDENAFIL EG 100 mg, comprimé pelliculé	comprimé pelliculé	orale
61017669	SILDENAFIL EG 20 mg, comprimé pelliculé	comprimé pelliculé	orale
60286346	SILDENAFIL EG 50 mg, comprimé pelliculé	comprimé pelliculé	orale
61262686	SILDENAFIL MYLAN 100 mg, comprimé pelliculé	comprimé pelliculé	orale
69151830	SILDENAFIL MYLAN 25 mg, comprimé pelliculé	comprimé pelliculé	orale
67073354	SILDENAFIL MYLAN 50 mg, comprimé pelliculé	comprimé pelliculé	orale
69632034	SILDENAFIL OHRE PHARMA 20 mg, comprimé pelliculé	comprimé pelliculé	orale
67911252	SILDENAFIL PFIZER 100 mg, comprimé pelliculé	comprimé pelliculé	orale
65187117	SILDENAFIL PFIZER 50 mg, comprimé pelliculé	comprimé pelliculé	orale
66671459	SILDENAFIL QUIVER 20 mg, comprimé pelliculé	comprimé pelliculé	orale
62461641	SILDENAFIL SANDOZ 100 mg, comprimé	comprimé	orale
61572425	SILDENAFIL SANDOZ 25 mg, comprimé	comprimé	orale
65264446	SILDENAFIL SANDOZ 50 mg, comprimé	comprimé	orale
69000579	SILDENAFIL SUN 100 mg, comprimé pelliculé	comprimé pelliculé	orale
61634204	SILDENAFIL SUN 50 mg, comprimé pelliculé	comprimé pelliculé	orale
67686574	SILDENAFIL TEVA 100 mg, comprimé pelliculé	comprimé pelliculé	orale
63749486	SILDENAFIL TEVA 25 mg, comprimé pelliculé	comprimé pelliculé	orale
68523861	SILDENAFIL TEVA 50 mg, comprimé pelliculé	comprimé pelliculé	orale
67925273	SILDENAFIL ZENTIVA 100 mg, comprimé pelliculé	comprimé pelliculé	orale
64178300	SILDENAFIL ZENTIVA 25 mg, comprimé pelliculé	comprimé pelliculé	orale
67066018	SILDENAFIL ZENTIVA 50 mg, comprimé pelliculé	comprimé pelliculé	orale
69710020	SILDENAFIL ZYDUS 100 mg, comprimé pelliculé	comprimé pelliculé	orale
65140886	SILDENAFIL ZYDUS 50 mg, comprimé pelliculé	comprimé pelliculé	orale
61887200	SILICEA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
60703220	SILICEA COMPLEXE N°11, comprimé sublingual	comprimé	sublinguale
62766080	SILICEA FERRIER, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	granules	"orale;sublinguale"
69204382	SILICEA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
67955576	SILICEA NATURALE (QUARTZ) WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 crème et solution et granules et poudre et pommade	"cutanée;orale;sublinguale"
63660735	SILIGAZ, capsule	capsule molle	orale
62597239	SILKIS 3 microgrammes/g, pommade	pommade	cutanée
67496824	SILODOSINE ARROW 4 mg, gélule	gélule	orale
67692214	SILODOSINE ARROW 8 mg, gélule	gélule	orale
62078365	SILODOSINE BIOGARAN 4 mg, gélule	gélule	orale
62493774	SILODOSINE BIOGARAN 8 mg, gélule	gélule	orale
